word	hanja	syn	def	pos	level 	
입구	入口		Entrance	1	B	
적극	積極		The positive	1	B	
최소한	最小限		Atleast	1	B	
경험하다	經驗-		To experience or  go through	2	B	
불안하다	不安-		To be uneasy, anxious	4	B	
위반	違反		Violation, infringment	1	B	
촬영	撮影		Photographing, taking pictures/films	1	B	
규칙	規則		Rules or  regulations	1	B	
잠시	暫時		For a little while	1	B	
포함되다	包含-		To be included in	2	B	
호랑이	虎狼-		A tiger	1	B	
형제	兄弟		Brothers and sisters	1	B	
세계적	世界的		International	1	B	
안전	安全		Safety	1	B	
양파	洋-		An onion	1	B	
이상	異常		Indisposition, abnormal	1	B	
얻다			Get, obtain	2	B	
만화	漫畵		Cartoons	1	B	
관찰하다	觀察-		Observe or  view or  watch	2	B	
성공하다	成功-		To succeed	2	B	
서너			About three, three or four	6	B	
몇몇			Several	6	B	
불안	不安		uneasiness,anxiety	1	B	
여유	餘裕		reserve,surplus	1	B	
파도	波濤		Waves, billows	1	B	
방송국	放送局		Broadcasting station	1	B	
예금	預金		Deposit money	1	B	
입학	入學		Admission into school	1	B	
해결	解決		Solution, settlement	1	B	
행복	幸福		Happiness	1	B	
근로자	勤勞者		Laborer	1	B	
변화하다	變化-		To change,vary	2	B	
결정되다	決定-		To become decided	2	B	
별	別		Classified by	6	B	
방문하다	訪問-		To visit	2	B	
순서	順序		sytem,order,sequence	1	B	
연구소	硏究所		A reasearch institute	1	B	
이사	移徙		House-moving	1	B	
이하	以下		Less than, below	1	B	
참석하다	參席-		To attend, take part in	2	B	
토론	討論		A debate, discussion	1	B	
고급	高級		High rank or  first class	1	B	
고생	苦生		A hard life or  privation	1	B	
정상	頂上		The top, summit	1	B	
화장품	化粧品		Makup, cosmetics	1	B	
몇십			In the tens	6	B	
행복하다	幸福-		To be happy	4	B	
기억하다	記憶-		To recall or  remember	2	B	
고모	姑母		A paternal aunt	1	B	
약하다	弱-		To be weak	4	B	
공무원	公務員		Public servant	1	B	
부족	不足		lack,want (scarcity, insufficiency)	1	B	
맨			bare,naked	6	B	
만	滿	~ 3개월	Just, full	6	B	
보통	普通		Usually	3	B	
총장	總長		The president, the chancellor (university’s)	1	B	
방문	訪問		A visit	1	B	
불만	不滿		Dissatisfaction	1	B	
불편하다	不便-		To be unpleasant	4	B	
숫자	數字		A figure,number	1	B	
계산	計算		Calculation	1	B	
사회적	社會的		Socially	1	B	
주부	主婦		A wife	1	B	
태양	太陽		The sun	1	B	
부족	部族		A tribe	1	B	
단	單		Only one, alone	6	B	
습관	習慣		Habit	1	B	
활용하다	活用-		Utilize, make practical use of	2	B	
고민	苦悶		Worry or  anguish	1	B	
상처	傷處		Wound	1	B	
대표적	代表的		Representative	1	B	
만일	萬一		If, suppose	1	B	
예술가	藝術家		An artist	1	B	
대구	大邱		Daegu city	7	B	
고객	顧客		Customer	1	B	
과학자	科學者		Scientist	1	B	
수술	手術		Surgery	1	B	
식품	食品		Groceries	1	B	
회원	會員		A member of a society	1	B	
상상	想像		Imagination	1	B	
특별하다	特別-		To be special, extraordinary	4	B	
담기다	담다		Be put food in a bottle or for pickling	2	B	
충분하다	充分-		To be sufficient, ample	4	B	
발견되다	發見-		Be discovered	2	B	
이용	利用		To use	1	B	
숨			A breath	1	B	
문제점	問題點		The point at issue	1	B	
충격	衝擊		An impact, a shock	1	B	
금방	今方		Just now or  a moment ago	3	B	
미술	美術		art,the fine arts	1	B	
그런			Such a	6	B	
각	各		Each or  every	6	B	
한두			One or two	6	B	
치료	治療		Medical treatment, medical care	1	B	
임신	妊娠		Pregnant	1	B	
분석하다	分析-		To analyze	2	B	
확실하다	確實-		To be sure, certain	4	B	
연구하다	硏究-		To research, investigate	2	B	
부동산	不動産		Real estate	1	B	
직업	職業		An occupation, calling	1	B	
뱀			Snake	1	B	
검사	檢査		Investigation or  inspection or  examination or  audit	1	B	
소문	所聞		A rumor	1	B	
제목	題目		A subject, theme	1	B	
희망	希望		Hope, wish	1	B	
군대	軍隊		Troops or  an army	1	B	
실수	失手		A mistake	1	B	
최대	最大		The greatest, the largest	1	B	
평소	平素		Ordinary times, ordinarily	1	B	
주택	住宅		A house	1	B	
관련하다	關聯-		To be related to or  connected to	2	B	
농촌	農村		A farm village	1	B	
고르다	뽑다		Choose or  select	2	B	
포기하다	抛棄-		To give up, to abandon	2	B	
이외	以外		Except, apart from	1	B	
제공하다	提供-		offer,proffer	2	B	
기대	期待		Expectation	1	B	
편하다	便-		Untroubled from cares	4	B	
분명히	分明-		Obviously	3	B	
이익	利益		Profit	1	B	
사용되다	使用-		Be used, be employed	2	B	
인천공항	仁川空港		Incheon international airport	7	B	
공기	空氣		Air	1	B	
속하다	屬-		Belong to, be affiliated with	2	B	
전문가	專門家		A specialist	1	B	
무용	舞踊		dancing,a dance	1	B	
해외	海外		Abroad, foreign countries	1	B	
의미하다	意味-		To mean, signify	2	B	
뉴욕		New York	New york	7	B	
아프리카		Africa	Africa	7	B	
비밀	秘密		A secret	1	B	
발달	發達		Development, growth	1	B	
수많다	數-		Many and many	4	B	
공사	工事		Construction work or  engineering work	1	B	
박사	博士		Doctor	1	B	
주인공	主人公		The head of a family, the hero/heroine	1	B	
당연하다	當然-		Be natural, be no wonder	4	B	
형님	兄-		The respectful, proper way a man refers to an older friend	1	B	
사물	事物		objects,things	1	B	
일반적	一般的		Universal, general	1	B	
선택하다	選擇-		To choose	2	B	
유럽		Europe	Europe	7	B	
간단하다	簡單-		To be simple	4	B	
자유롭다	自由-		To be free	4	B	
적극적	積極的		Positively	1	B	
판매	販賣		Sale, selling	1	B	
점차	漸次		gradually,in steps	3	B	
톤	ton		A ton	5	B	
관련되다	關聯-		Be connected or  related to	2	B	
기대하다	期待-		To expect or look forward to	2	B	
기초	基礎		The foundation	1	B	
부족하다	不足-		Be short of, lack	4	B	
진행되다	進行-		To have progressed, be advanced	2	B	
기록하다	記錄-		To record and write down	2	B	
종합	綜合		Synthesis	1	B	
충분히	充分-		Enough, sufficiently	3	B	
신체	身體		The body	1	B	
정리하다	整理-		To adjust	2	B	
좁다			Narrow	4	B	
발표	發表		Announcement	1	B	
수출	輸出		Exporting sth	1	B	
비용	費用		Expense	1	B	
원래	元來		originally,primarily	1	B	
직원	職員		Staff	1	B	
피부	皮膚		Skin	1	B	
장군	將軍		A general	1	B	
무역	貿易		Trade	1	B	
포함하다	包含-		To include,contain	2	B	
만약	萬若		If	1	B	
점점	漸漸		More and more, by degrees	3	B	
특별	特別		Be special, extraordinary	1	B	
판단	判斷		A judgment, a conclusion	1	B	
해결하다	解決-		To fix a problem, solve a question	2	B	
계속하다	繼續-		To continue	2	B	
업무	業務		Buisness, duty	1	B	
청소년	靑少年		Young boys and girls, teenagers	1	B	
선배	先輩		one’s senior	1	B	
구하다	求-		1) To buy or  purchase or  2) look for or  seek or  want	2	B	
심각하다	深刻-		seriousness,gravity	4	B	
계속되다	繼續-		To continue	2	B	
소년	少年		A boy	1	B	
소식	消息		News, information	1	B	
사용	使用		use,emply	1	B	
경영	經營		Management or  administration	1	B	
목표	目標		goal,object	1	B	
임금	賃金		Wages, pay	1	B	
직장	職場		one’s work place	1	B	
서양	西洋		The Western countries	1	B	
주요	主要		The major, the chief thing	1	B	
공연	公演		A public performance	1	B	
종류	種類		kind,sort,species	1	B	
발전하다	發展-		To develop, grow	2	B	
고통	苦痛		Suffering or  agony	1	B	
저희			We	8	B	
무어			What?  무엇	8	B	
예정	豫定		A program, schedule	1	B	
전문	專門		A specialty	1	B	
정확하다	正確-		To be exact	4	B	
이해	理解		Understanding	1	B	
혹은	或-		If that’s not the case	3	B	
노력하다	努力-		To try hard, strive	2	B	
보호	保護		protection,shelter	1	B	
공동	共同		Association or  union or  collaboration	1	B	
소녀	少女		A young girl	1	B	
상품	商品		Product	1	B	
전통	傳統		tradition,convention	1	B	
위치	位置		A position, a location	1	B	
가격	價格		Price	1	B	
원하다	願-		To want	2	B	
통신	通信		communications,correspondance	1	B	
확인하다	確認-		To confirm,corroborate	2	B	
기계	機械		An instrument or  a machine	1	B	
모양	模樣		signs,indications	5	B	
자연스럽다	自然-		To be natural	4	B	
기본	基本		A foundation	1	B	
감정	感情		Feelings	1	B	
기억	記憶		A memory	1	B	
인기	人氣		Popularity	1	B	
관리	管理		Management or  administration	1	B	
이전	以前		Former days/times	1	B	
국제	國際		International	1	B	
인생	人生		Life	1	B	
별로	別-		Especially, particularly	3	B	
정하다	定-		To set,determine	2	B	
대중	大衆		The masses	1	B	
각종	各種		All sorts or  varieties	1	B	
발견하다	發見-		To discover	2	B	
특징	特徵		A special feature, a distinguishing feature	1	B	
선수	選手		An athlete	1	B	
발표하다	發表-		To announce	2	B	
지구	地球		The earth	1	B	
번째	番-		How many times	5	B	
소비자	消費者		A consumer	1	B	
너희			You guys	8	B	
기준	基準		A standard or basis	1	B	
완전히	完全-		completely,perfectly	3	B	
전하다	傳-		To transmit,convey	2	B	
경기	競技		Race or  match or  contest	1	B	
목적	目的		goal,purpose	1	B	
태도	態度		attitude,comportment	1	B	
남성	男性		Male	1	B	
주위	周圍		The circumference,the girth	1	B	
각각	各各		Each and every	3	B	
자유	自由		Freedom	1	B	
책임	責任		Responsibility	1	B	
심하다	甚-		To be extreme,intense	4	B	
변하다	變-		Change	2	B	
사고	事故		An accident	1	B	
일반	一般		universal,common,usual	1	B	
가정	家庭		Famly	1	B	
무렵			The time when	5	B	
농업	農業		Agriculture	1	B	
표현하다	表現-		To express, make known by saying	2	B	
이상하다	異常-		To be strange,queer	4	B	
대신	代身		Instead of	1	B	
재산	財産		property,fortune, assets, possessions	1	B	
요구하다	要求-		To demand,claim,request	2	B	
공장	工場		Construction site	1	B	
담다	넣다		Put in a bottle	2	B	
시민	市民		Residents of a city	1	B	
회장	會長		Chariman, the president	1	B	
강조하다	强調-		Place empasis upon	2	B	
뿐			only,alone,merely	5	B	
기자	記者		A journalist	1	B	
주로	主-		principally,mainly	3	B	
통일	統一		Unification	1	B	
시설	施設		establishment,institution	1	B	
주변	周邊		A circumference	1	B	
경험	經驗		Experience or  undergo or  suffer	1	B	
엔		&일en	Yen (japanese)	5	B	
최고	最高		The best	1	B	
다양하다	多樣-		To be various, diverse	4	B	
소설	小說		A novel, fiction story	1	B	
질서	秩序		Order, system	1	B	
과거	過去		The past	1	B	
현대	現代		The present age, times	1	B	
부	部		A department, a part	5	B	
차이	差異		difference,disparity	1	B	
시절	時節		season,time,occasion	1	B	
직접	直接		Directly	3	B	
개인	個人		Private or  individual	1	B	
작가	作家		writer,author	1	B	
효과	效果		Effect, effectiveness	1	B	
불교	佛敎		Buddhism	1	B	
제품	製品		Manufactured goods	1	B	
표현	表現		Verbal expression, representation, manifestation	1	B	
순간	瞬間		A moment,a second	1	B	
전쟁	戰爭		War	1	B	
방송	放送		Broadcast	1	B	
대표	代表		Representative	1	B	
가능성	可能性		Possibility	1	B	
방향	方向		Direction	1	B	
대회	大會		A great meeting	1	B	
경제	經濟		Economy	1	B	
노력	努力		Effort	1	B	
전혀	全-		entirely,utterly,completely	3	B	
단체	團體		A corps, a group	1	B	
가능하다	可能-		To be possible	1	B	
주장하다	主張-		To assert,maintain	2	B	
자식	子息		one’s children	1	B	
자료	資料		materials,data	1	B	
분위기	雰圍氣		atmosphere,surroundings	1	B	
우선	于先		First of all, before everything	3	B	
정보	情報		information,intelligence	1	B	
역할	役割		A part, a role	1	B	
행동	行動		Action, behavior	1	B	
법	法		A way, a method	5	B	
국내	國內		Inside the country	1	B	
모양	模樣		A shape, form	1	B	
조건	條件		condition,stipulation	1	B	
대부분	大部分		Most	1	B	
표정	表情		Facial expression, look	1	B	
일부	一部		A part, a portion	1	B	
세기	世紀		Century	1	B	
현재	現在		The present time, now, at present	3	B	
발전	發展		Development	1	B	
향하다	向-		To face, look out on	2	B	
관련	關聯		Relation or  connection or  reference	1	B	
정신	精神		mind,spirit	1	B	
기술	技術		Art or  technique or  ability	1	B	
전체	全體		The whole, the entire section	1	B	
밀리미터		millimeter	Millimeter	5	B	
조사	調査		investigation,inquiry	1	B	
년대	年代		Year	5	B	
과학	科學		Science	1	B	
자연	自然		Nature	1	B	
결국	結局		After all or  in the end	1	B	
지방	地方		A locality, district	1	B	
환경	環境		Environment	1	B	
만큼			Of that amount	5	B	
말	末		End	5	B	
부분	部分		part,portion	1	B	
변화	變化		Change, transformation	1	B	
관하다	關-		Refer to or  be about	2	B	
이용하다	利用-		To use, make use of	2	B	
중심	中心		The nucleus, the focus, the heart	1	B	
활동	活動		Activity	1	B	
관심	關心		Concern or  interest	1	B	
역시	亦是		As expected, likewise	3	B	
광고	廣告		Advertisement	1	B	
연구	硏究		Research	1	B	
녀석			Fellow	5	B	
이유	理由		Reason	1	B	
세상	世上		The world,society	1	B	
이후	以後		After that	1	B	
문학	文學		Literature	1	B	
이상	以上		More than, above	1	B	
교육	敎育		Education	1	B	
데			Place, point, instance	5	B	
예술	藝術		Art, an art	1	B	
결과	結果		Result	1	B	
내용	內容		Contents	1	B	
당신	當身		Formal you	8	B	
의미	意味		A meaning, a sense	1	B	
정치	政治		Politics	1	B	
국민	國民		The people or  a nationality	1	B	
세계	世界		World	1	B	
대통령	大統領		The president	1	B	
국가	國家		A state or  a nation	1	B	
여성	女性		Female	1	B	
지역	地域		An area, region	1	B	
방법	方法		Way, method	1	B	
특히	特-		Especially	3	B	
대하다	對-		Face, confront	1	B	
위하다	爲-		To do for the sake of	2	B	
대	對	개인 ~ 개인	1) Versus 2)a pair, counterpart	5	B	
사회	社會		culture,society	1	B	
경우	境遇		A case or  an instance	1	B	
문화	文化		culture	1	B	
통하다	通-		Run, lead; flow; go through	2	B	
정도	程度		grade,degree	1	B	
의하다	依-		To be due to, owing to	2	B	
시대	時代		An age,period	1	B	
어때		어떠해	What do you think?	불	B	
갖다		가지다	Possess	보	B	
갖다		가지다	To hold	2	B	
자라다		커지다	To grow up	2	B	
굽다		익히다	To roast or bake	2	B	
파		식물	Onions	1	B	
한편	-便		One side, one way	3	B	
한잔	-盞		A drink of liquor	1	B	
하얀색	-色		White	1	B	
가스		gas	Gas	1	B	
간장	-醬		Soy sauce	1	B	
갈비탕	-湯		Beef-rib soup	1	B	
고추장	-醬		Red pepper paste	1	B	
건너편	-便		The opposite side	1	B	
그중	-中		Among the rest of them	1	B	
노래방	-房		Singing room	1	B	
밤중	-中		Midnight	1	B	
설렁탕	-湯		Beef soup with rice	1	B	
술병	-甁		A bottle of alcohol	1	B	
술잔	-盞		A glass for alcohol	1	B	
손수건	-手巾		A handkerchief	1	B	
안방	-房		The inner room	1	B	
쓰레기통	-桶		Garbage can	1	B	
아래층	-層		Lower floor	1	B	
까만색	-色		Black	1	B	
옆방	-房		The room next door	1	B	
오래전	-前		Since a long time before	1	B	
뒷산	-山		The back side of a mountain	1	B	
장가		~가다	To get married	1	B	
지난번	-番		Last time	1	B	
쥐		동물	Mouse	1	B	
그램		gram	Gram	5	B	
군	君		Mr.	5	B	
군데			A place or spot	5	B	
간	間	서울과 부산 ~	The interval between	5	B	
편	篇		Compilation, editing	5	B	
헌			Old, shabby, worn-out	6	B	
저런			Such a, that sort of	6	B	
두세			Two or three (months)	6	B	
귀엽다			To be cute	4	B	
그러하다			To be so or  right	4	B	
굵다			Be thick or  fat	4	B	
괴롭다			Be painful or  distressing	4	B	
곱다		아름답다	Beautiful	4	B	
고르다		차이가 없다	Flat or  even	4	B	
걱정스럽다			Anxious or  uneasy	4	B	
검다		색깔이 ~	Black or  dark	4	B	
가난하다			Poor	4	B	
가늘다			Thin or  fine or  slender	4	B	
가득하다			To fill	4	B	
하얗다			White	4	B	
푸르다			To be blue, to be green	4	B	
외	外		Except, save for	5	B	
인분	人分	3~	How many people counter for at restaurants	5	B	
호선	號線	1~	The track number for a train	5	B	
터			one’s status, one’s lot	5	B	
통	通		Counters for letters	5	B	
킬로		kilo	Kilo	5	B	
킬로그램		kilogram	Kilogram	5	B	
킬로미터		kilometer	Kilometer	5	B	
지		만난 ~ 오래되다	since,from	5	B	
적			The time,the occasion,when	5	B	
식	式		form,style	5	B	
불쌍하다			To be deplorable	4	B	
부끄럽다			Be shameful,disgraceful	4	B	
부드럽다			soft,tender	4	B	
부럽다			Be enviable	4	B	
밤늦다			It is late at night	4	B	
바르다		굽은 데가 없다	Be straight; be honest	4	B	
밉다			Be detestable	4	B	
무섭다			fearful,dreadful	4	B	
멋있다			stylish,tasteful	4	B	
더럽다			Foul, dirty	4	B	
답답하다			Feel anxious	4	B	
대단하다			Considerable, grand	4	B	
놀랍다			To be surprising	4	B	
느리다			Be slow, tardy	4	B	
노랗다			Be yellow	4	B	
낡다			Clear	4	B	
깊다			Deep	4	B	
기쁘다			To be happy	4	B	
그립다			Beloved or  sweet or  affectionate	4	B	
그만하다			Be about the same or  be neither better nor worse	4	B	
궁금하다			To wonder or  be curious about	4	B	
자랑스럽다			To be proud	4	B	
잘생기다			To be handsome	4	B	
부르다		배가 ~	To be full	4	B	
까맣다			Black	4	B	
어둡다			To be dark, dim, gloomy	4	B	
어리다		나이가 적다	To be very young, juvenile	4	B	
얇다			To be thin	4	B	
얕다			To be shallow, superficial	4	B	
안되다		마음이 언짢다	To refuse to accept	4	B	
안타깝다			To be heart-breaking	4	B	
알맞다			To fit, be fitting, suitable	4	B	
쓰다		나물이 ~	Bitter (vegetables)	4	B	
씩씩하다			Be brave,valiant	4	B	
아무렇지 않다			To be indifferent, casually	4	B	
시끄럽다			To be noisy,boisterous	4	B	
세다		기운이 ~	To be strong, mighty	4	B	
서투르다			unskilled,clumsy	4	B	
빨갛다			deep-red,crimson	4	B	
사랑스럽다			Lovely	4	B	
사이좋다			Be on good terms with	4	B	
붉다			Be red, scalet	4	B	
불가능하다	不可能-		Impossible	4	B	
거의			Almost or  nearly	3	B	
가까이			Close	3	B	
가득		~ 차다	Full	3	B	
가만히			Quietly or  softly	3	B	
한꺼번에			All at once	3	B	
하하			Ha ha ha ha ha	3	B	
푹			Completely, entirely	3	B	
함부로			Indiscriminately, at random	3	B	
훌륭하다			To be excellent	4	B	
옳다			To be right, correct	4	B	
외롭다			To be lonely, lonesome	4	B	
희다			White, fair	4	B	
튼튼하다			Solid, compact, firm	4	B	
파랗다			To be blue	4	B	
커다랗다			To be very big/large	4	B	
착하다			To be nice	4	B	
짙다			Be dark, dense	4	B	
차갑다			Cold	4	B	
조그맣다			Be tiny,small	4	B	
젊다			To be young,youthful	4	B	
저렇다			Such a thing as that	4	B	
마음대로			As you wish	3	B	
마주			Face to face	3	B	
마치			As though, as if	3	B	
마침			Just, exactly	3	B	
마침내			Finally, in the end	3	B	
막		바로 지금	Just now	3	B	
대단히			Extremely	3	B	
늘			Always	3	B	
꽤			Fairly or  considerably	3	B	
끝내			The end	3	B	
깊이			Deepness	3	B	
깜빡			With a flash or  twinkle	3	B	
그만		그 정도까지만	That much or  a little amount	3	B	
그만큼			That much or  to that extent	3	B	
그냥			Just because or  in that condition	3	B	
그다지			So much or  to that extent	3	B	
그러므로			So or  hence or  therefore	3	B	
굳이			Firmly or  admanantly	3	B	
곧바로			At once or  straight away	3	B	
게다가			In addition	3	B	
없이			Without	3	B	
엊그제			The day before yesterday, a few days ago	3	B	
어느새			In no time, quickly	3	B	
얼른			Fast, quickly, rapidly	3	B	
아까			A little while ago	3	B	
아마도			Probably	3	B	
아무래도			Never on any account, no matter what	3	B	
아무리			However much	3	B	
아무튼			In any case	3	B	
스스로			On its own, of its own free will	3	B	
새로			newly,anew	3	B	
반드시			Most certainly	3	B	
미리			Beforehand	3	B	
및			As well as	3	B	
몰래			secretly,quietly	3	B	
몹시			Extremely	3	B	
멀리			Far away	3	B	
홈페이지		homepage	Homepage	1	B	
공중전화	公衆電話		A public payphone	1	B	
훨씬			By far, very much so	3	B	
이따가			A little later	3	B	
유난히			uncommon,exceptional	3	B	
왠지			I don’t know why, there is no reason for it	3	B	
이리		~ 오너라	This way, this direction	3	B	
이미			Already	3	B	
해마다			Every year, each year	3	B	
즉	卽		namely,that is to say	3	B	
조금씩			A little at a time, little by little	3	B	
조용히			Quietly	3	B	
제대로			As properly is suitable	3	B	
제발			kindly,please	3	B	
제법			quite,fairly,considerably	3	B	
저리		저곳으로	That place	3	B	
적어도			At the least	3	B	
무척			Extremely	3	B	
자꾸			Constantly, repeatedly	3	B	
자꾸만			Repeatedly (emphasized)	3	B	
오직			Only, merely, solely	3	B	
온통			Wholly, entirely	3	B	
너무나			Extremely	3	B	
오래도록			For long, a long while	3	B	
가루		분필 ~	Powder or  flour; meal	1	B	
가슴속			one’s heart feelings	1	B	
가이드		guide	Guide	1	B	
한동안			For quite a while	1	B	
한숨		~을 쉬다	A breath	1	B	
한쪽			On one side	1	B	
피		~를 흘리다	Blood (is flowing)	1	B	
필름		film	Film	1	B	
하루			A day	1	B	
하품			Yawning	1	B	
포스터		poster	Poster	1	B	
폭	幅		Width; range	1	B	
풀		~을 바르다	Glue (spread the ~)	1	B	
풀		~을 베다	Grass (cut the ~)	1	B	
프로		professional	Professional	1	B	
프로		program	Program	1	B	
프로그램		program	Program	1	B	
플라스틱		plastic	Plastic	1	B	
패션		fashion	Fashion	1	B	
팩		pack	Pack	1	B	
한참			For some time, for a while	1	B	
국회의원	國會議員		A member of the national Assembly	1	B	
군	軍		An army	1	B	
여보			Spouse (term of affection)	10	B	
교통사고	交通事故		Traffic accident	1	B	
곳곳			Everywhere	1	B	
공항버스	空港-	空港bus	Bus to the airport	1	B	
고개		~를 돌리다	The nape of the neck	1	B	
고구마			Sweet potato	1	B	
고속도로	高速道路		Freeway or  highway with no street lights	1	B	
고속버스	高速-	高速bus	Bus for the freeway	1	B	
고춧가루			Red pepper powder	1	B	
골목			A side street or  alley	1	B	
골목길			An alley	1	B	
골프		golf	Golf	1	B	
골프장	-場	golf場	Golf course	1	B	
겁	怯		Fear or  fright	1	B	
겨울철			The winter season	1	B	
곁			Neighborhood or  vicinity	1	B	
거짓			Fabrication or  fiction	1	B	
거짓말			A lie or  falsehood	1	B	
걸음			Walking or  stepping or  a step	1	B	
감자			Potato	1	B	
강아지			Puppy	1	B	
와			Holy cow!	10	B	
개구리			Frog	1	B	
개나리			A forsythia or  a golden-bell tree	1	B	
가죽			The skin or  hide or  leather	1	B	
고추			Red pepper	1	B	
가까이			Close	1	B	
남	男		A man	1	B	
남	南		The south	1	B	
껍질			Skin or  nutshell	1	B	
꼭대기			The top	1	B	
꽃잎			A petal	1	B	
꿈속			In a dream	1	B	
나물			Herbs, wild greens	1	B	
나비			Butterfly	1	B	
기침			Coughing	1	B	
기타		guitar	Guitar	1	B	
길가			The roadside	1	B	
길이			Length or  extent	1	B	
깊이			Depth	1	B	
까닭			Reason	1	B	
기름			Oil or  fat	1	B	
기쁨			Joy or  delight	1	B	
그룹		group	Group	1	B	
그림자			A shadow or  a sillheoute or  an image	1	B	
그해			That year	1	B	
그늘			1) shade 2)parental prodection	1	B	
그다음			Next	1	B	
구멍			A hole	1	B	
국물			soup or broth or gravy	1	B	
국수			Noodles	1	B	
대중교통	大衆交通		Mass transportation	1	B	
대중문화	大衆文化		Pop culture	1	B	
대학교수	大學敎授		University professor	1	B	
더위			The heat	1	B	
도둑			A thief, a burglar	1	B	
담요			A blanket	1	B	
닷새			Five days	1	B	
당근			A carrot	1	B	
금	金		Gold	1	B	
다이어트		diet	Diet	1	B	
단맛			A sweet taste	1	B	
달걀			An egg	1	B	
달빛			Moonlight	1	B	
놀이			Play, game	1	B	
놀이터			Playground	1	B	
눈빛		~이 매섭다	The glitter of one’s eyes	1	B	
눈썹			The eyebrow	1	B	
눈앞			Before one’s eyes	1	B	
느낌			Touch, feel	1	B	
냄비			A pot	1	B	
냄새			Smell	1	B	
너머			Beyond, on the other side	1	B	
네거리			Crossroads	1	B	
나흘			Four days	1	B	
낚시			Fishing	1	B	
날개			The wings	1	B	
몸살		~이 걸리다	Flu aches and pains	1	B	
무게			Weight	1	B	
무늬			Pattern	1	B	
무더위			High humidity	1	B	
무릎			A knee	1	B	
멋			Smartness	1	B	
메시지		message	Message	1	B	
며느리			Daughter-in-law	1	B	
모기			A mosquito	1	B	
모니터		monitor	Monitor	1	B	
모델		model	Model	1	B	
모래			Sand	1	B	
모레			The day after tomorrow	1	B	
모습			shape,body	1	B	
모임			A group, a party	1	B	
목걸이			Necklace	1	B	
목소리			Voice	1	B	
머릿속			Inside one’s head	1	B	
마늘			Garlic	1	B	
마사지		massage	Massage	1	B	
마을			Town	1	B	
마음속			Deep in one’s heart	1	B	
마중			Meeting, reception	1	B	
마찬가지			The same	1	B	
막내			The lastborn	1	B	
만남			A meeting	1	B	
도시락			Lunchbox lunch	1	B	
도움			Help	1	B	
버섯			Mushroom	1	B	
버터		butter	Butter	1	B	
버튼		button	Button	1	B	
벌레			A bug	1	B	
법	法		A law, the law	1	B	
벨트		belt	Belt	1	B	
벽	壁		A wall	1	B	
발목			Ankle	1	B	
밤낮			Night and day, always	1	B	
밥그릇			A rice bown	1	B	
밥맛			Appetite	1	B	
밭			A field, farm	1	B	
배드민턴		badminton	Badminton	1	B	
바깥			Outside	1	B	
바늘			A needle, pin	1	B	
바닥			Floor	1	B	
바닷가			The beach	1	B	
바닷물			Sea water	1	B	
바보			Ignorant	1	B	
바위			A rock, a crag	1	B	
바이올린		violin	Violin	1	B	
받침			Support, prop	1	B	
발가락			A toe	1	B	
물고기			Fish	1	B	
물속			Inside the water	1	B	
물음			A question	1	B	
미디어		media	Media	1	B	
미팅		meeting	Meeting	1	B	
믿음			Belief	1	B	
밀가루			Flour	1	B	
몸무게			Body weight	1	B	
생활환경	生活環境		Life environment	1	B	
서랍			A drawer	1	B	
서비스		service	Service	1	B	
살		~을 빼다	flesh,muscle	1	B	
상	賞		A prize	1	B	
빨래			washing,laundry	1	B	
뺨			Cheek	1	B	
뼈			A bone	1	B	
뿌리			A root	1	B	
사위			environment,surroundings	1	B	
블라우스		blouse	Blouse	1	B	
비타민		vitamin	Vitamin	1	B	
빌딩		building	Building	1	B	
빗		~으로 빗다	A comb	1	B	
빗물			Rainwater	1	B	
빛			Light	1	B	
북	北		North	1	B	
세로			Length	1	B	
불꽃			flame,blaze,spark	1	B	
볶음밥			Frizzled rice	1	B	
볼일			business,errand,engagement	1	B	
부끄러움			shame,disgrace	1	B	
보람			worth,result	1	B	
배추			Chinese cabbage	1	B	
시골			Countryside	1	B	
시내버스	市內~	市內bus	Inner-city bus	1	B	
시리즈		series	Series	1	B	
술자리			A banquet	1	B	
술집			Bar of some kind	1	B	
숲			Forest	1	B	
스님			A priest	1	B	
스스로			By oneself, do it alone	1	B	
스웨터		sweater	Sweater	1	B	
속옷			Underwear	1	B	
손목			The wrist	1	B	
손바닥			The palm	1	B	
손발			Hand and foot; the limbs	1	B	
손뼉			The flat of one’s hand	1	B	
손잡이			A handle,knob	1	B	
손톱			Fingernail	1	B	
송아지			A calf,baby cow	1	B	
송이		꽃 한 ~	A bunch,cluster	1	B	
쇼		show	Show	1	B	
소나기			A sudden rain shower	1	B	
소나무			A pine tree	1	B	
소리			A sound,noise	1	B	
소스		sauce	Sauce	1	B	
소시지		sausage	Sausage	1	B	
설거지			Dishwashing	1	B	
설날			New Year’s Day	1	B	
새벽			dawn,daybreak	1	B	
새소리			Bird voice,”chirp”	1	B	
새우			lobster,shrimp	1	B	
새해			A new year	1	B	
액세서리		accessory	Accessory	1	B	
양	量		quantity,volume	1	B	
양념			Spices and condiments	1	B	
아픔			Pain	1	B	
안쪽			The inside, the inner part	1	B	
알			An egg, spawn (fish)	1	B	
암	癌		Cancer	1	B	
앞길		앞에 있는 길	The road ahead, outlook	1	B	
앞뒤			Before and behind	1	B	
씨		~를 심다	Seeds (sow)	1	B	
씨름			Wrestling	1	B	
아가씨			Mis, young lady	1	B	
