word	hanja	syn	def	pos	level 	
실컷			To one’s satisfaction	3	C	
썩			Very much,greatly	3	C	
슬그머니			Furtively	3	C	
손수			With one’s own hands, personally	3	C	
비로소			For the first time	3	C	
힘껏			With all one’s might	3	C	
힘없이			feebly,weekly	3	C	
벌떡			Suddenly, abruptly	3	C	
바싹			Completely	3	C	
미처			To that extent	3	C	
모조리			One and all, wholly	3	C	
모처럼			At long last	3	C	
말없이			At a loss for words	3	C	
마음껏			As much as you want	3	C	
혼잣말			Talking to oneself	1	C	
이따금			From time to time	3	C	
활짝			extensively,widely	3	C	
이같이			Like this, like so	3	C	
이내			soon,right away	3	C	
이대로			As it is	3	C	
채		말이 ~ 끝나기도 전에	Still, not yet	3	C	
이리저리		~ 돌아다니다	This way and that, here and there	3	C	
이어			vulgarity,slang	3	C	
이어서			Subsequently	3	C	
이윽고			After a while, shortly	3	C	
이제야			These days	3	C	
허허			Ha-ha, with a laugh	3	C	
일부러			On purpose, intentionally	3	C	
튼튼히			Strongly, firmly	3	C	
일찍이			Early	3	C	
텅		~ 비다	Hollow	3	C	
탁			With a bang, with a snap	3	C	
차라리			rather,preferably	3	C	
차츰			gradually,step by step	3	C	
참으로			really,indeed	3	C	
쭉			All the time	3	C	
죽		줄을 ~ 긋다	In a very straight line, in a row	3	C	
저마다			Each one, everyone	3	C	
저절로			Of itself, on its own accord	3	C	
재빨리			quickly,rapidly	3	C	
영		~ 딴판이다	Really, totally	3	C	
오히려			Rather,preferably	3	C	
그제서야			Then	3	C	
곧이어			Soon hereafter	3	C	
오로지			Only, solely, exclusively	3	C	
가르침			Teaching or  an instruction	1	C	
가뭄			A drought	1	C	
가정교사	家庭敎師		Private tutor	1	C	
한구석			A corner, a nook	1	C	
한글날			Korean writing system national holiday	1	C	
한낮			Noon	1	C	
한눈		~에 반하다	A look, glampse, look	1	C	
한때			For a while, temporarily	1	C	
한마디			One word	1	C	
한여름			Midsummer, the middle of summer	1	C	
피망		&프piment	A pimento	1	C	
핑계			Excuse	1	C	
하	下		Below, underneath	1	C	
하느님			God	1	C	
하드웨어		hardware	Hardwaer	1	C	
하룻밤			One night, a single night	1	C	
학교생활	學校生活		Student	1	C	
한	恨		A grudge, rancor	1	C	
한	限		A limit	1	C	
한가운데			The very middle, the center	1	C	
포인트		point	Point	1	C	
포장마차	布帳馬車		A wheeled snack bar on the street	1	C	
포크		fork	Fork	1	C	
표	表		A marker, indication	1	C	
품		옷이 ~이 크다	Width; bosom, breast (the clothes have a big ~)	1	C	
프린터		printer	Printer	1	C	
화살			An arrow	1	C	
환경오염	環境汚染		Environmental pollution	1	C	
판	板		Board	1	C	
팝송		pop song	Pop song	1	C	
팩시밀리		facsimile	Facximile, fax	1	C	
페인트		paint	Paint	1	C	
군	郡		A county or district	1	C	
괴로움			Trouble or  annoyance or  distress	1	C	
구	區		Ward or  district	1	C	
과	科		1) A course or  branch of study  2) a department or  a faculty	1	C	
곡	曲		A tune or  an air	1	C	
골짜기			A valley or  gorge	1	C	
골치			Worry or  anxiety	1	C	
겨자			Mustard	1	C	
거품			Bubble	1	C	
건너			The other or  opposite side	1	C	
걷기			Walking	1	C	
갑	匣		1) The first  2) the former	1	C	
갖가지			A variety of or  all sorts	1	C	
가톨릭		Catholic	Catholic	1	C	
간		음식의 ~을 보다	A salty taste or  saltiness	1	C	
간	肝		Liver	1	C	
감	感		Feelings	1	C	
가난			Poor	1	C	
꼬리			Tail	1	C	
꼬마			A dwarf	1	C	
꽃씨			Flower seed	1	C	
끈			A string or  a cord	1	C	
까치			Magpie	1	C	
깍두기			Sliced white radish kimchee	1	C	
기	氣		1) energy  2) breath or  wind	1	C	
기	旗		A flag or  a banner	1	C	
고개		~ 너머	the peak or crest (of a hill)	1	C	
고무신			Rubber shoes	1	C	
기둥			A pillar	1	C	
그사이			The while or  the meantime	1	C	
그저께			The day before yesterday	1	C	
극	劇		Drama or  play	1	C	
금메달	金-	medal	Gold medal	1	C	
귓속			The inner ear	1	C	
귤	橘		A Jeju orange	1	C	
그래픽		graphic	Graphic	1	C	
구석			1) a corner  2) an out of the way place	1	C	
구석구석			Every nook and corner	1	C	
덕	德		Virtue, morality	1	C	
덩어리			A lump, a cluster	1	C	
데이트		date	Date	1	C	
도마			A chopping board	1	C	
담		~을 쌓다	A wall, fence	1	C	
답	答		Answer	1	C	
대낮			Broad daylight	1	C	
다툼			A quarrel	1	C	
단	段		A grade or class	1	C	
단골			Custom, connection	1	C	
단추			A button	1	C	
달리기			A run, a spin	1	C	
뇌	腦		Brains	1	C	
눈가			The eye rims	1	C	
눈길		~을 피하다	Line of vision	1	C	
늦가을			Late autumn	1	C	
냇물			A stream, brook	1	C	
논			A rice field	1	C	
낚시꾼			An angler	1	C	
낚싯대			A fishing rod	1	C	
남			Others, other people	1	C	
몸속			In one’s body	1	C	
몸짓			A gesture	1	C	
몸통			The trunk,body	1	C	
못		벽에 ~을 박다	A nail	1	C	
무	無		nothing,nil	1	C	
무덤			A grave,tomb	1	C	
무리		~를 이루다	A company, a band	1	C	
무지개			A rainbow	1	C	
면	面	행정 단위	Subdivision of a county	1	C	
면	面	양쪽 ~	Side	1	C	
면	綿		Cotton	1	C	
멸치			Anchovy	1	C	
모퉁이			Corner	1	C	
목숨			Life	1	C	
매		~를 맞다	whip,rod,cane	1	C	
매너		manner	Manner	1	C	
매스컴		mass communication	Mass communication	1	C	
마누라			one’s wife	1	C	
마당			Garden	1	C	
마라톤		marathon	Marathon	1	C	
마무리			Finish, completion	1	C	
마요네즈		&프mayonnaise	Mayonnaise	1	C	
마음가짐			Mental attitude	1	C	
마음씨			Disposition, nature	1	C	
마이크		mike	Mike	1	C	
막걸리			A slightly bitter soju drink	1	C	
도움말			Helping words	1	C	
번개			Lightning	1	C	
벌	罰		Punishment	1	C	
벤치		bench	Bench	1	C	
벼			A rice plant	1	C	
발레		Ballet	Ballet	1	C	
발바닥			The sole of the foot	1	C	
발자국			Footprint	1	C	
발톱			A toenail	1	C	
밤하늘			Night sky	1	C	
방울		~이 울리다	A bell	1	C	
바깥쪽			The outside	1	C	
바이러스		virus	Virus	1	C	
바퀴		수레 ~	Cockroach	1	C	
반죽			Kneading; dough	1	C	
발걸음			Gait, step	1	C	
발끝			On tiptoes	1	C	
미	美		beauty,grace	1	C	
미니		mini	Mini	1	C	
미스		Miss	Miss	1	C	
미역			Brown seaweed	1	C	
미움			Hatred	1	C	
민주주의	民主主義		Democracy	1	C	
밑바닥			The bottom,base	1	C	
바가지			A gourd dipper	1	C	
바구니			Basket	1	C	
몸매			one’s figure	1	C	
사회생활	社會生活		Social life	1	C	
사회주의	社會主義		Socialism	1	C	
사흘			Three days	1	C	
산부인과	産婦人科		Obstetrics and gynecology	1	C	
살림			living,livelihood	1	C	
삶			Life	1	C	
상	上		Upper	1	C	
상	床		A table,small desk	1	C	
상	像		A statue,a figure	1	C	
사나이			A man, a male	1	C	
사냥			Hunting, a hunt	1	C	
사슴			Deer	1	C	
사이사이			Every now and then	1	C	
브랜드		brand	Brand	1	C	
비	碑		A monument	1	C	
비둘기			Pigeon	1	C	
비바람			Rain and wind	1	C	
빗방울			Raindrops	1	C	
빗줄기			Great streaks of rain	1	C	
빛깔			A color,shade,hue	1	C	
부피			bulk,size	1	C	
복숭아			Peach	1	C	
볶음			Roasted sth	1	C	
볼		뺨	Cheek	1	C	
볼링		bowling	Bowling	1	C	
부	部		assistant,deputy	1	C	
부	富		wealth,riches	1	C	
부채			A debt,liabilities	1	C	
병아리			Chick, baby chicken	1	C	
보너스		bonus	Bonus	1	C	
보름			15days,the 15th day	1	C	
보리			Barley	1	C	
배추김치			Pickled cabbage	1	C	
뱃사람			A seaman, sailor	1	C	
시나리오		scenario	Scenario	1	C	
시디		콤팩트디스크	C.D.	1	C	
시디롬		CD-ROM	Cd-rom	1	C	
시멘트		cement	Cement	1	C	
시스템		system	System	1	C	
시외버스	市外-	bus	Inter-city bus	1	C	
수저			A spoon	1	C	
수컷			A male of the species	1	C	
시금치			Spinach	1	C	
스승			A teacher,master	1	C	
소프트웨어		software	Software	1	C	
속마음			Inner heart,feeling	1	C	
손길			An outstretched hand	1	C	
손등			The back of the hand	1	C	
손질			handling,care	1	C	
솜			Cotton	1	C	
솜씨			skill,ability	1	C	
쇠			Iron	1	C	
수	數	~를 세다	The number of sth	1	C	
수고			toil,labor,pains	1	C	
세미나		seminar	Seminar	1	C	
소매			1)a sleeve 2) a retail sale	1	C	
서클		circle	Circle	1	C	
선	線		A line, a route	1	C	
생	生		1) raw,uncooked 2)living	1	C	
생활수준	生活水準		The standard of living	1	C	
생활용품	生活用品		Necessities for daily life	1	C	
앨범		album	Album	1	C	
양	羊		A sheep, ram	1	C	
아이디어		idea	Idea	1	C	
안	案		A plan,proposal,suggestion	1	C	
안개			Fog	1	C	
알루미늄		aluminium	Aluminum	1	C	
알코올		alcohol	Alcohol	1	C	
암컷			A female,a she	1	C	
앞날			The futre, the days ahead	1	C	
씨앗			Seeds	1	C	
아드님			Your esteemed son	1	C	
아랫사람			Subordinate	1	C	
아르바이트		독일어Arbeit	Part time	1	C	
아쉬움			Sense of missing	1	C	
아스팔트		asphalt	Asphalt	1	C	
쌍	雙		A pair,couple	1	C	
시즌		season	Season	1	C	
신	神		God	1	C	
신세		~를 망치다	indebtedness,obligation	1	C	
스위치		switch	Switch	1	C	
오페라		opera	An opera	1	C	
온라인		on-line	Online	1	C	
올가을			This fall	1	C	
금		~을 긋다	A line (draw)	1	C	
기성세대	旣成世代		Old people	1	C	
복	福		luck,happiness	1	C	
꾸중			Scolding, a rebuke	1	C	
영화배우	映畵俳優		Movie actor	1	C	
옆구리			The side, the flank	1	C	
예		~나 지금이나	Old days, days gone by	1	C	
열매			Fruit	1	C	
엉덩이			The buttocks	1	C	
엉망		엉망이 되다	A mess, in bad shape	1	C	
엉터리			Fake, sham	1	C	
엔진		engine	Engine	1	C	
여럿			many,many people	1	C	
역	役		A part, a role	1	C	
어저께			Yesterday	1	C	
앞바다			The offing sea	1	C	
조각		얼음 ~	A piece,scrap,fragment	1	C	
조깅		jogging	Jogging	1	C	
졸음			sleepiness,drowsiness	1	C	
젖			The breasts	1	C	
제자리			The proper/original place	1	C	
전통문화	傳統文化		Traditional culture	1	C	
젊음			Youth	1	C	
저고리			A coat, korean jacket	1	C	
저울			A balance	1	C	
잠바		jumper	Jumper	1	C	
잠자리		~를 바꾸다	Bed	1	C	
장난			A game,playing	1	C	
장르		&프genre	Genre	1	C	
장사꾼			A trader,merchant,dealer	1	C	
장수		사과 ~	A tradesman,merchant	1	C	
재주			ability,talent	1	C	
재즈		jazz	Jazz	1	C	
재활용품	再活用品		A recycled product	1	C	
자랑			Pride	1	C	
자연현상	自然現象		Natural phenomena	1	C	
자연환경	自然環境		Natural surroundings	1	C	
자취			A trace,vestige	1	C	
작은아버지			An uncle younger than your father	1	C	
작은어머니			An aunt younger than your mother	1	C	
잔디			Lawn	1	C	
잔디밭			lawn,grass	1	C	
뒷모습			The features of the back side	1	C	
딸아이			Daughter	1	C	
땅속			In the soil	1	C	
밤새		~ 안녕하셨습니까	All night	1	C	
자		~로 재다	A ruler	1	C	
자	字	이름 석 ~	A chinese character	1	C	
클래식		classic	Classic	1	C	
클럽		club	Club	1	C	
키스		kiss	Kiss	1	C	
타입		type	Type	1	C	
탓			fault,blame	1	C	
침		~을 뱉다	Spit	1	C	
칸			Blank space	1	C	
칼국수			Knife-cut noodles	1	C	
캐릭터		character	Character	1	C	
캠페인		campaign	Campaign	1	C	
촛불			Candle-light	1	C	
총	銃		A gun	1	C	
천		실로 짠 물건	Cloth, woven stuff	1	C	
천둥			Thunder	1	C	
철		~이 들다	Discretion, prudence (Become sensible, wise)	1	C	
철	鐵		Steel	1	C	
초등학생	初等學生		An elementary school student	1	C	
차림			Appearance of clothes or worn objecs	1	C	
창	窓		Window	1	C	
집안일			Housework	1	C	
짝		~이 맞다	One pair, one couple	1	C	
차	差		difference,margin	1	C	
중계방송	中繼放送		A relay, a hookup	1	C	
중소기업	中小企業		Small and medium enterprises	1	C	
중식	中食	중국 음식	Chinese food	1	C	
지난날			Old days, old times	1	C	
죄	罪		A crime, a sin	1	C	
주름			Wrinkles	1	C	
주름살			Wrinkles	1	C	
핵	核		A nucleus, core	1	C	
핸드백		handbag	Handbag	1	C	
틀			A frame, framework; mold	1	C	
틈			A crack, gap, opening	1	C	
일손			Work in hand	1	C	
일식	日食	일본 음식	Japanese food	1	C	
일쑤			Habitual practice	1	C	
일자리			A job, position	1	C	
임금			A king, ruler,sovereign	1	C	
터			A site, place	1	C	
테러		terror	Terror	1	C	
텍스트		text	Text	1	C	
튀김			Batter-fried food	1	C	
트럭		truck	Truck	1	C	
컨디션		condition	Condition	1	C	
컬러		color	Color	1	C	
케첩		ketchup	Ketchup	1	C	
코끝			The tip of one’s nose	1	C	
코드		code	Code	1	C	
코미디		comedy	Comedy	1	C	
코스		course	Course	1	C	
코스모스		cosmos	Cosmos	1	C	
코치		coach	Coach	1	C	
코트		court	Court	1	C	
쿠데타			Coup d’etat (overthrow of the government)	1	C	
크림		cream	Cream	1	C	
큰아들			Oldest son	1	C	
큰아버지			Uncle older than one’s father	1	C	
큰어머니			The wife of the elder brother of one’s father	1	C	
이다음			Next	1	C	
이달			This month	1	C	
이데올로기		&독Ideologie	Ideology	1	C	
위	胃		The stomach	1	C	
윗몸			The upper body	1	C	
윗사람			A superior, one’s older somebody	1	C	
유머		humor	Humor	1	C	
용	龍		A dragon	1	C	
울음소리			Sound of crying	1	C	
움직임			movement,motion,activity	1	C	
웃음소리			The sound of laughing	1	C	
원	圓	. ~을 그리다	A circle	1	C	
올여름			This summer	1	C	
옷차림			Dress, one’s way of dressing	1	C	
와이셔츠		white shirts	A white dress shirt	1	C	
외로움			Loneliness	1	C	
외아들			The only son	1	C	
외침			A shout, a cry	1	C	
욕	辱		An insult	1	C	
이해관계	利害關係		Mutual understanding	1	C	
인제			Now	1	C	
이슬			Dew, dewdrops	1	C	
향	香		perfume,incense	1	C	
헬기		helicopter機	Helicopter	1	C	
형	型		Shape, form	1	C	
호박			Pumpkin	1	C	
입맛			Appetite, taste, palate	1	C	
해	害		Damage, injury	1	C	
해수욕장	海水浴場		A swimming beach	1	C	
건네주다			To pass over or  to put on the other side (of a river)	2	C	
걷다		소매를 ~	1) Roll back /up one’s sleeves  2)fold or  furl up  3) finish work	2	C	
걷다		빨래를 ~	Walk on or  tread on	2	C	
갖추다			Make or  get ready or  prepare	2	C	
같이하다			To do together or  to share	2	C	
갚다			Pay back a loan	2	C	
개다		날이 ~	To clear up or  become clear (weather)	2	C	
갇히다			Be confined or  shut up	2	C	
가로막다			Interrupt or  obstruct	2	C	
가르다			1) split or  divide 2) distribute or  share  3) distinguish or  separate	2	C	
가만있다			Remain still or  motionless	2	C	
푸다			Dip out, bail out	2	C	
풀어지다			To get loose; to turn soft (noodles)	2	C	
품다		가슴에 ~	To hold, embrace	2	C	
펴내다			Publish, bring out in print	2	C	
함께하다			To do it together, with somebody	2	C	
무관심하다	無關心-		Be indifferent to	1	C	
그러다			and so, and then, well	1	C	
그러다			and so, and then, well	1	C	
흉내			Imitation, mimicry	1	C	
흐름			Flowing, a stream/current	1	C	
은	銀		Silver	1	C	
에			at/in/on	10	C	
끊기다			To be cut off or  severed	2	C	
끌어당기다			To draw near	2	C	
끼우다			To put between or  insert	2	C	
나누어지다			To become divided	2	C	
기울다			To tilt or  lean	2	C	
기울이다			Tip or  slant or  incline	2	C	
길어지다			To become long	2	C	
까다		마늘을 ~	Peel or  husk	2	C	
까먹다			Crack or  peel and eat	2	C	
깔리다			To be spread or  overspread	2	C	
깨뜨리다			To break or  crush	2	C	
깨어나다			Return to consciousness	2	C	
깨어지다			To waken	2	C	
긋다		금을 ~	1) draw or  mark   2) strike	2	C	
기다			Crawl or creep	2	C	
기대다		의지하다	1) To rely upon or  lean upon 2) lean against	2	C	
그리워하다			Yearn or  be attached to	2	C	
긁다			Scratch or  scrape	2	C	
굽히다			Bend or  stoop	2	C	
굳어지다			Become hard	2	C	
굳히다			Harden or  make hard	2	C	
굶다			To starve or  go hungry	2	C	
괴로워하다			To distress or  trouble	2	C	
겪다			Experience or  undergo or  suffer	2	C	
거두다			Collect or  gather up	2	C	
거들다			Help or  assist or  lend	2	C	
거치다			Pass or  go through	2	C	
건네다			Speak to a person or  address	2	C	
눈뜨다			Open one’s eyes	2	C	
늘어서다			Stand in a row	2	C	
늘어지다			Be lengthened	2	C	
늦어지다			To become late	2	C	
내주다			Take out and give away	2	C	
넘겨주다			Hand over	2	C	
넘기다			Pass over, send across	2	C	
넘어뜨리다			Throw down	2	C	
넘어오다			Fall, come down	2	C	
녹이다			Melt, dissolve	2	C	
나아가다			Advance, go forward	2	C	
나아지다			Become better, be improved	2	C	
날리다		날다'의 사동사	To send flying	2	C	
날아다니다			Fly about	2	C	
낮아지다			Become lower	2	C	
낮추다			Lower, make low	2	C	
내려지다			To become lower	2	C	
내버리다			Throw away	2	C	
내보내다			Let out, let go out	2	C	
내쉬다			Exhale	2	C	
꽂다			Be stuck in or  insert	2	C	
꾸다		돈을 ~	Dream or  have a dream	2	C	
꾸리다			Pack up or  bundle up	2	C	
맡다		냄새를 ~	Smell	2	C	
맺다			form,tie	2	C	
머물다			Stay overnight	2	C	
이래서		이리하여서	This way, this direction, here	불	C	
치우다			VST + Do away with, get rid of	보	C	
척하다			The preceding verb is a lie	보	C	
체하다			pretend,feign	보	C	
듯싶다			To be like something, i guess	보	C	
어째서		어찌하여서	For what reason, why is that	불	C	
아니하다			To be/do not	보	C	
싶어지다			To come to want	보	C	
뻔하다			Be clear,evident	보	C	
빚			Debt	1	C	
마음먹다			Be determined to	2	C	
마주치다			Collide with	2	C	
만하다			Be of the extent of	보	C	
그래야		그리하여야	And so or  and then	불	C	
숨기다			To hide	2	C	
발길			A kick; walking pace, steps	2	C	
흘러내리다			Run (stream,pour) down	2	C	
흩어지다			Scatter about	2	C	
훔치다		물건을 ~	To steal	2	C	
흐려지다			Get cloudy, overcast	2	C	
흔들리다			Shake, swing,rock,tremble	2	C	
이끌다			To guide,lead	2	C	
울리다		아기를 ~	To make (a baby) cry	2	C	
외다		주문을 ~	To repeat back (an order)	2	C	
외치다			To shout,scream	2	C	
익히다		고기를 ~	cook,boil	2	C	
익히다		기술을 ~	Habituate oneself to	2	C	
올리다			Raise, lift up	2	C	
이러다			do/say think this way	2	C	
이룩하다			Erect, build	2	C	
이어지다			Get joined, be connected	2	C	
헤매다			Wander about, roam about	2	C	
헤아리다			Consider, weigh, ponder, consider	2	C	
잇다			Join, connect	2	C	
잇따르다			Follow one after another	2	C	
잊혀지다			To become forgotten	2	C	
해내다			To accomplish, achieve, carry through	2	C	
터지다			Break, be torn, get away from	2	C	
튀기다		물방울을 ~	To fry; splash, splatter	2	C	
튀다			Spring, bound, jump	2	C	
튀어나오다			Jump out, spring out	2	C	
트이다			Get cleared out, open up	2	C	
타고나다			Be born, gifted/endowed with	2	C	
타오르다			Blaze, light up	2	C	
치르다			Pay off, pay one’s bill	2	C	
찾아다니다			To go around to meet somebody or see places	2	C	
책임지다			Take responsibility	2	C	
집어넣다			Put in	2	C	
쫓기다			To be chased, be driven	2	C	
쫓다			Drive away, chase off	2	C	
찌다		떡을 ~	chop,hack	2	C	
찍히다		도장이 ~	Get sealed, stamped	2	C	
찢다			Tear, rend, split	2	C	
찢어지다			To be torn, rent	2	C	
지다		그늘이 ~	To fade away, come off	2	C	
지우다		짐을 ~	Put a thing on a person’s back	2	C	
지워지다			To be erased	2	C	
중얼거리다			Mutter to oneself	2	C	
중요시하다	重要視-		Attach great importance to	2	C	
지니다			Carry with, hold, possess	2	C	
주고받다			Give and receive, exchange	2	C	
주어지다			To offer, proffer (conditions)	2	C	
졸리다		자고 싶다	Feel sleepy,drowsy	2	C	
좁히다			Make narrow,restrict	2	C	
접다			Fold up	2	C	
저러다			Like that	2	C	
저지르다			do,commit,spoil	2	C	
적히다			To be recorded,written down	2	C	
잡수다			eat,drink	2	C	
잡아당기다			Pull	2	C	
잡아먹다			Slaughter and eat	2	C	
재다		저울로 ~	measure,guage	2	C	
재우다		고기를 양념에 ~	Put to sleep	2	C	
잘리다			Be snapped,broken,cut off	2	C	
잠그다		서랍을 ~	To lock	2	C	
잠기다		물에 ~	Sink in water	2	C	
되돌아보다			To look back on	2	C	
떠나오다			미국으로부터 to come back from the US	2	C	
반짝거리다			Twinkle-twinkle (stars)	2	C	
버려지다			Take away, throw away to somewhere	2	C	
보내오다			받다 receive	2	C	
뺏다			Straight	2	C	
살아남다			Survive	2	C	
살아오다			To come out alive	2	C	
올려다보다			Look up	2	C	
올라서다			Stand up	2	C	
올라타다			Board (a plane), get into	2	C	
꼽히다			To be elected	2	C	
끼어들다			Interrupt	2	C	
나뉘다			Divide	2	C	
오르내리다			Go up and down, rise and fall	2	C	
엿보다			Wait for an opportunity	2	C	
엇갈리다			Cross, miss eachother	2	C	
엎드리다			Prostrate oneself, lie on the ground	2	C	
여겨지다			To look, appear, think of sth as	2	C	
여기다			Think, consider as	2	C	
어려워지다			To become difficult	2	C	
얻어먹다			Go about begging	2	C	
얼리다		물을 ~	Freeze, make ice	2	C	
업다			To carry on one’s back, to shoulder sth	2	C	
앞세우다			Make a person go	2	C	
앞장서다			To be in the lead/ at the head	2	C	
애쓰다			Make efforts/pains to do sth	2	C	
어기다			Run counter to, go against	2	C	
앉히다			To place a person in a set	2	C	
알아보다			To investigate, examine, search	2	C	
앞두다			Have a distance ahead	2	C	
쓰다듬다			Stroke one’s beard	2	C	
쓰러지다			Fall, collapse	2	C	
쓰이다		농사에 기계가 ~	To be used, to be utilized/employed	2	C	
씌우다		아이에게 모자를 ~	Put a hat on somebody	2	C	
씻기다		비에 ~	To be carried away, washed away	2	C	
씻기다		아이를 ~	wash,be washed	2	C	
아끼다			grudge,spare	2	C	
스치다		살짝 닿다	Graze past	2	C	
시들다			To wither,die,fade	2	C	
숨지다			Breathe one’s last breath	2	C	
속삭이다			Whisper	2	C	
속이다			deceive,cheat	2	C	
손잡다			Take a person by the hand	2	C	
손질하다			Handle with care	2	C	
솟다			rise,soar,tower above	2	C	
세다		돈을 ~	Count	2	C	
새기다		문신을 ~	To sculpt,engrave	2	C	
새다		비가 ~	leak,escape from	2	C	
새우다		밤을 ~	Sit up all night	2	C	
살아가다			Lead a life, get along	2	C	
살아나다			revive,be brought back to life	2	C	
살피다			Take a good look at	2	C	
삼다		친구로 ~	Make a thing of	2	C	
삼키다			Swallow	2	C	
빨다		젖을 ~	sip,suck	2	C	
빼놓다			exclude,leave out	2	C	
빼앗기다			A thing be taken away	2	C	
빼앗다			Snach, take away from	2	C	
뽑히다			Be taken out, pulled out	2	C	
뿌리치다			Shake off, refuse	2	C	
사귀다			Make friends with	2	C	
사들이다			buy,purchase	2	C	
붙잡다			seize,catch	2	C	
붙잡히다			Be caught	2	C	
비다			To be empty, vacant	2	C	
비비다			rub,chafe	2	C	
비우다			empty,vacate	2	C	
비웃다			Laugh at, ridicule	2	C	
빛나다			shine,glitter	2	C	
빠뜨리다			Throw into (a river); entice, entrap	2	C	
불러일으키다			rouse,stir up	2	C	
불어오다			Call to come	2	C	
힘들어하다			To be exacting, tolling	2	C	
힘쓰다			To try really hard	2	C	
부딪히다			Be bumped into	2	C	
부러지다			Break, get broken	2	C	
부서지다			Break, be broken	2	C	
저기			“hey,look here,now”	10	C	
버티다			Endure, tolerate	2	C	
벌어지다		틈이 ~	Widen, get wider	2	C	
베다		목을 ~	Cut, chop	2	C	
밝아지다			Become bright	2	C	
밤새우다			Sit up all night	2	C	
배다		땀이 ~	Soak into	2	C	
바로잡다			Straighten	2	C	
박다			Drive,hammer in	2	C	
박히다			Be nailed in	2	C	
반짝이다			Shine, glitter	2	C	
반기다			Rejoice, be glad of	2	C	
묻히다		옷에 흙을 ~	Have smeared,be covered with	2	C	
묻히다		땅에 ~	Get buried	2	C	
묵다		오래된 상태	Get old	2	C	
묵다		머무르다	Stay overnight s.w.	2	C	
물러나다			Fall off	2	C	
미끄러지다			Slippery	2	C	
믿어지다			Become believable	2	C	
몰려들다			Be driven into	2	C	
몰려오다			Come in crowds	2	C	
무너지다			Collapse	2	C	
묶이다			Be fastened together	2	C	
모여들다			gather,flock	2	C	
맛보다			Taste	2	C	
망설이다			Hesitate	2	C	
망치다			Ruin	2	C	
맞이하다			Go to greet	2	C	
더러워지다			Get dirty	2	C	
더불다			Join in, do together	2	C	
덧붙이다			Add a thing, append	2	C	
덮이다			Be covered	2	C	
대다		귀에 ~	Put, place up to	2	C	
다듬다			Trim, shave	2	C	
다루다			Treat, deal with	2	C	
다투다			Quarrel	2	C	
닥치다		다다르다	Shut the mouth!	2	C	
달래다			Calm down	2	C	
달려들다			Run, rush, jump at	2	C	
놀리다		흉을 보다	Banter, tease	2	C	
놓아두다			Leave as it is, let it be	2	C	
놔두다		놓아두다	Leave as it is, let it be	2	C	
눈감다			Close the eyes	2	C	
비치다			Shine	2	C	
이성	異性		The opposite sex	1	C	
취업	就業		Employment, finding a job	1	C	
여론	輿論		Public opinion, public sentiment towards sth	1	C	
비롯되다			To be begun, to have started	2	C	
비롯하다			begin,start	2	C	
교대	交代		Alternation or  change	1	C	
위협	威脅		Menace, threat, intimidation	1	C	
개별	個別		An individual or  a particular case	1	C	
전국적	全國的		National	1	C	
이민	移民		Emigration	1	C	
교외	郊外		Outside the school or  extramural	1	C	
묻다		시체를 ~	to Bury	2	C	
깊숙이			Deep or  far	3	C	
의사	意思		An intention, a purpose	1	C	
부재	不在		Absence	1	C	
투표	投票		vote,voting	1	C	
물결			A wave	1	C	
변명	辨明		Explanation, vindication	1	C	
머리말			A preface	1	C	
머리칼			Hair	1	C	
급속히	急速-		Rapidly or  swiftly	3	C	
점검	點檢		inspection,examination	1	C	
덜다			Save, lighten	2	C	
칭찬하다	稱讚-		To praise somebody	2	C	
순진하다	純眞-		To be naive,pure	4	C	
생기	生氣		animation,life	1	C	
일종	一種		A kind, a sort, a species	1	C	
자존심	自尊心		Self-confidence	1	C	
다름없다			Be similar, not different	4	C	
입히다			Clothe, dress	2	C	
소요되다	所要-		Be needed	2	C	
찬성	贊成		approval,assent	1	C	
호기심	好奇心		Curiousity	1	C	
쓴 맛			see 6000	1	C	
쓴맛			A bitter flavor	1	C	
싼값			A low price	1	C	
변동	變動		Change, flucutation	1	C	
연속	連續		continuity,succession	1	C	
지나치다			Go too far, to go to extremes	2	C	
예약하다	豫約-		To book in advance, pledge	2	C	
효율적	效率的		The utility factor, efficiency	1	C	
마약	痲藥		A drug	1	C	
기관	機關		An engine or  a machine	1	C	
긴급	緊急		Emergency	1	C	
관계자	關係者		The interested or affected parties	1	C	
관계되다	關係-		Be affected or  influenced by	2	C	
연출	演出		Production, presentation	1	C	
연출하다	演出-		Produce, present (a play)	2	C	
동	同	同	the same	6	C	
빠져나가다			Get/go out of here	2	C	
빠져나오다			Come out of somewhere	2	C	
이동하다	移動-		To move,migrate,travel	2	C	
이론적	理論的		Theoretical	1	C	
큰딸			Oldest daughter	1	C	
큰절			A deep bow	1	C	
파괴하다	破壞-		Destruction, demolition	2	C	
제외되다	除外-		To be excluded	2	C	
제외하다	除外-		To exclude	2	C	
의지	意志		will,volition	1	C	
의지하다	依支-		To look to, depend on, rely on	2	C	
위대하다	偉大-		To be great,mighty,grand	4	C	
하나하나			Each individual piece	1	C	
하나님			God	1	C	
하나하나			Each individual piece	3	C	
기능	技能		Ability or  capacity or  skill	1	C	
기능	機能		Function or  functionality	1	C	
처벌	處罰		punishment,penalty	1	C	
내다보다			Look out for	2	C	
자극	刺戟		A stimulus	1	C	
자극하다	刺戟-		To stimulate	2	C	
